Customer_Name,Customer_ID,Order_ID,Order_Date,Product_ID,Product,Category,Subsidiary_Name,Country,States,Price($),Year,Sales_Amount($),Quantity
Bwanaz,BN-1253,ORD-4524,3/9/2017,PROD-111,2019 Cabernet Sauvignon California,Red,Windsor Vineyards,USA,California,14.00,2017,7,000.00,500
Walmart,WM-1250,ORD-4525,7/8/2019,PROD-106,2019-silver-label-chardonnay-russian-river-valley,Dessert,B.R. Cohn,USA,Oregon,19.00,2019,22,800.00,1200
Kroger,KG-1251,ORD-4526,,PROD-110,2019-brcohn-pinot-noir-silver-label-north-coast-750ml,White,B.R. Cohn,USA,Oregon,21.00,,12,600.00,600
Costco,CC-1252,ORD-4527,22/10/2018,PROD-107,2018-zinfandel-moon-mountain,Red,B.R. Cohn,USA,Washington,62.00,2018,37,200.00,600
Bwanaz,BN-1253,ORD-4528,3/1/2020,PROD- 101,ace-mango,White,Ace Cider,USA,Texas,12.00,2020,7,200.00,600
Costco,CC-1252,ORD-4529,22/11/2019,PROD-103,ace-berry,Red,Ace Cider,USA,Washington,9.00,2019,4,500.00,500
Kroger,KG-1251,ORD-4530,,PROD-104,kosher-cabernet-sauvignon-napa-valley-750ml,Sparkling,B.R. Cohn,USA,California,52.00,,46,800.00,900
Walmart,WM-1250,ORD-4531,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,California,15.00,,18,000.00,1200
Walmart,WM-1250,ORD-4532,7/3/2018,PROD-111,2019 Cabernet Sauvignon California,Red,Windsor Vineyards,USA,Washington,14.00,2018,14,000.00,1000
Walmart,WM-1250,ORD-4533,7/3/2021,PROD-113,2020 Moscato California,White,Windsor Vineyards,USA,California,12.00,2021,14,400.00,1200
Kroger,KG-1251,ORD-4534,,PROD-105,2019-brc-special-selection-cabernet-sauvignon-sonoma-valley,Red,B.R. Cohn,USA,California,40.00,,36,000.00,900
Costco,CC-1252,ORD-4535,22/12/2019,PROD-103,ace-berry,Red,Ace Cider,USA,Texas,9.00,2019,4,500.00,500
Bwanaz,BN-1253,ORD-4536,3/2/2020,PROD- 101,ace-mango,White,Ace Cider,USA,Texas,12.00,2020,7,200.00,600
Walmart,WM-1250,ORD-4537,7/4/2021,PROD-113,2020 Moscato California,White,Windsor Vineyards,USA,California,12.00,2021,14,400.00,1200
Kroger,KG-1251,ORD-4538,15/12/2016,PROD- 101,ace-mango,White,Ace Cider,USA,California,12.00,2016,10,800.00,900
Costco,CC-1252,ORD-4539,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Texas,15.00,,9,000.00,600
Bwanaz,BN-1253,ORD-4540,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,California,15.00,,7,500.00,500
Walmart,WM-1250,ORD-4541,7/9/2019,PROD-106,2019-silver-label-chardonnay-russian-river-valley,Dessert,B.R. Cohn,USA,Oregon,19.00,2019,22,800.00,1200
Kroger,KG-1251,ORD-4542,,PROD-105,2019-brc-special-selection-cabernet-sauvignon-sonoma-valley,Red,B.R. Cohn,USA,Texas,40.00,,36,000.00,900
Costco,CC-1252,ORD-4543,22/5/2018,PROD-106,2019-silver-label-chardonnay-russian-river-valley,Dessert,B.R. Cohn,USA,Texas,19.00,2018,11,400.00,600
Bwanaz,BN-1253,ORD-4544,3/3/2020,PROD- 101,ace-mango,White,Ace Cider,USA,California,12.00,2020,7,200.00,600
Walmart,WM-1250,ORD-4545,7/9/2018,PROD- 101,ace-mango,White,Ace Cider,USA,Oregon,12.00,2018,14,400.00,1200
Kroger,KG-1251,ORD-4546,,PROD-107,2018-zinfandel-moon-mountain,Red,B.R. Cohn,USA,Texas,62.00,,55,800.00,900
Costco,CC-1252,ORD-4547,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,California,15.00,,9,000.00,600
Bwanaz,BN-1253,ORD-4548,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,California,15.00,,7,500.00,500
Costco,CC-1252,ORD-4549,22/9/2016,PROD-111,2019 Cabernet Sauvignon California,Red,Windsor Vineyards,USA,California,14.00,2016,7,000.00,500
Kroger,KG-1251,ORD-4550,,PROD-107,2018-zinfandel-moon-mountain,Red,B.R. Cohn,USA,Oregon,62.00,,55,800.00,900
Walmart,WM-1250,ORD-4551,,PROD-103,ace-berry,Red,Ace Cider,USA,California,9.00,,9,900.00,1100
Walmart,WM-1250,ORD-4552,,PROD-103,ace-berry,Red,Ace Cider,USA,Washington,9.00,,9,900.00,1100
Walmart,WM-1250,ORD-4553,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Washington,15.00,,18,000.00,1200
Kroger,KG-1251,ORD-4554,15/9/2021,PROD-102,Moscato,Red,Ace Cider,USA,Oregon,17.00,2021,15,300.00,900
Costco,CC-1252,ORD-4555,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Texas,15.00,,9,000.00,600
Bwanaz,BN-1253,ORD-4556,3/2/2020,PROD-112,2019 Fusion Red Blend California,Red,Windsor Vineyards,USA,Texas,12.00,2020,7,200.00,600
Walmart,WM-1250,ORD-4557,7/1/2016,PROD-104,kosher-cabernet-sauvignon-napa-valley-750ml,Sparkling,B.R. Cohn,USA,Oregon,52.00,2016,62,400.00,1200
Kroger,KG-1251,ORD-4558,,PROD-108,2019-cabernet-sauvignon-olive-hill-estate,Sparkling,B.R. Cohn,USA,Oregon,65.00,,52,000.00,800
Costco,CC-1252,ORD-4559,22/1/2015,PROD-109,2019-brc-sonoma-series-cabernet-sauvignon,Red,B.R. Cohn,USA,Washington,31.00,2015,21,700.00,700
Bwanaz,BN-1253,ORD-4560,,PROD-102,Moscato,Red,Ace Cider,USA,Texas,17.00,,10,200.00,600
Walmart,WM-1250,ORD-4561,,PROD-103,ace-berry,Red,Ace Cider,USA,California,9.00,,9,900.00,1100
Kroger,KG-1251,ORD-4562,,PROD-106,2019-silver-label-chardonnay-russian-river-valley,Dessert,B.R. Cohn,USA,California,19.00,,17,100.00,900
Costco,CC-1252,ORD-4563,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Texas,15.00,,9,000.00,600
Bwanaz,BN-1253,ORD-4564,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,California,15.00,,7,500.00,500
Walmart,WM-1250,ORD-4565,7/5/2021,PROD-113,2020 Moscato California,White,Windsor Vineyards,USA,California,12.00,2021,14,400.00,1200
Kroger,KG-1251,ORD-4566,,PROD-110,2019-brcohn-pinot-noir-silver-label-north-coast-750ml,White,B.R. Cohn,USA,Texas,21.00,,12,600.00,600
Costco,CC-1252,ORD-4567,22/1/2020,PROD-103,ace-berry,Red,Ace Cider,USA,Washington,9.00,2020,4,500.00,500
Bwanaz,BN-1253,ORD-4568,,PROD-103,ace-berry,Red,Ace Cider,USA,California,9.00,,5,400.00,600
Costco,CC-1252,ORD-4569,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Washington,15.00,,9,000.00,600
Kroger,KG-1251,ORD-4570,15/10/2021,PROD-102,Moscato,Red,Ace Cider,USA,Oregon,17.00,2021,15,300.00,900
Walmart,WM-1250,ORD-4571,7/6/2021,PROD-113,2020 Moscato California,White,Windsor Vineyards,USA,California,12.00,2021,14,400.00,1200
Walmart,WM-1250,ORD-4572,7/1/2019,PROD-112,2019 Fusion Red Blend California,Red,Windsor Vineyards,USA,Oregon,12.00,2019,14,400.00,1200
Walmart,WM-1250,ORD-4573,7/7/2018,PROD-107,2018-zinfandel-moon-mountain,Red,B.R. Cohn,USA,Washington,62.00,2018,62,000.00,1000
Kroger,KG-1251,ORD-4574,,PROD-104,kosher-cabernet-sauvignon-napa-valley-750ml,Sparkling,B.R. Cohn,USA,California,52.00,,46,800.00,900
Costco,CC-1252,ORD-4575,22/6/2016,PROD-105,2019-brc-special-selection-cabernet-sauvignon-sonoma-valley,Red,B.R. Cohn,USA,California,40.00,2016,28,000.00,700
Bwanaz,BN-1253,ORD-4576,3/4/2020,PROD- 101,ace-mango,White,Ace Cider,USA,Texas,12.00,2020,7,200.00,600
Walmart,WM-1250,ORD-4577,7/10/2018,PROD- 101,ace-mango,White,Ace Cider,USA,Oregon,12.00,2018,14,400.00,1200
Kroger,KG-1251,ORD-4578,,PROD-106,2019-silver-label-chardonnay-russian-river-valley,Dessert,B.R. Cohn,USA,California,19.00,,17,100.00,900
Costco,CC-1252,ORD-4579,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Texas,15.00,,9,000.00,600
Bwanaz,BN-1253,ORD-4580,3/10/2017,PROD-111,2019 Cabernet Sauvignon California,Red,Windsor Vineyards,USA,California,14.00,2017,7,000.00,500
Walmart,WM-1250,ORD-4581,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Oregon,15.00,,18,000.00,1200
Kroger,KG-1251,ORD-4582,,PROD-105,2019-brc-special-selection-cabernet-sauvignon-sonoma-valley,Red,B.R. Cohn,USA,California,40.00,,36,000.00,900
Costco,CC-1252,ORD-4583,22/9/2017,PROD- 101,ace-mango,White,Ace Cider,USA,California,12.00,2017,8,400.00,700
Bwanaz,BN-1253,ORD-4584,3/5/2020,PROD- 101,ace-mango,White,Ace Cider,USA,California,12.00,2020,7,200.00,600
Walmart,WM-1250,ORD-4585,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,California,15.00,,18,000.00,1200
Kroger,KG-1251,ORD-4586,15/9/2021,PROD-103,ace-berry,Red,Ace Cider,USA,Texas,9.00,2021,8,100.00,900
Costco,CC-1252,ORD-4587,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Texas,15.00,,9,000.00,600
Bwanaz,BN-1253,ORD-4588,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Texas,15.00,,7,500.00,500
Costco,CC-1252,ORD-4589,22/6/2018,PROD-106,2019-silver-label-chardonnay-russian-river-valley,Dessert,B.R. Cohn,USA,Texas,19.00,2018,11,400.00,600
Kroger,KG-1251,ORD-4590,,PROD-107,2018-zinfandel-moon-mountain,Red,B.R. Cohn,USA,Texas,62.00,,55,800.00,900
Walmart,WM-1250,ORD-4591,7/3/2018,PROD-107,2018-zinfandel-moon-mountain,Red,B.R. Cohn,USA,Washington,62.00,2018,62,000.00,1000
Walmart,WM-1250,ORD-4592,,PROD-102,Moscato,Red,Ace Cider,USA,California,17.00,,20,400.00,1200
Walmart,WM-1250,ORD-4593,,PROD-102,Moscato,Red,Ace Cider,USA,California,17.00,,20,400.00,1200
Kroger,KG-1251,ORD-4594,,PROD-104,kosher-cabernet-sauvignon-napa-valley-750ml,Sparkling,B.R. Cohn,USA,Oregon,52.00,,46,800.00,900
Costco,CC-1252,ORD-4595,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Washington,15.00,,9,000.00,600
Bwanaz,BN-1253,ORD-4596,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Texas,15.00,,7,500.00,500
Walmart,WM-1250,ORD-4597,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Oregon,15.00,,18,000.00,1200
Kroger,KG-1251,ORD-4598,,PROD-108,2019-cabernet-sauvignon-olive-hill-estate,Sparkling,B.R. Cohn,USA,California,65.00,,52,000.00,800
Costco,CC-1252,ORD-4599,,PROD-102,Moscato,Red,Ace Cider,USA,Washington,17.00,,10,200.00,600
Bwanaz,BN-1253,ORD-4600,,PROD-103,ace-berry,Red,Ace Cider,USA,Texas,9.00,,5,400.00,600
Walmart,WM-1250,ORD-4601,7/7/2021,PROD-113,2020 Moscato California,White,Windsor Vineyards,USA,Oregon,12.00,2021,14,400.00,1200
Kroger,KG-1251,ORD-4602,15/10/2021,PROD-103,ace-berry,Red,Ace Cider,USA,California,9.00,2021,8,100.00,900
Costco,CC-1252,ORD-4603,,PROD-113,2020 Moscato California,White,Windsor Vineyards,USA,Texas,12.00,,7,200.00,600
Bwanaz,BN-1253,ORD-4604,3/3/2020,PROD-112,2019 Fusion Red Blend California,Red,Windsor Vineyards,USA,California,12.00,2020,7,200.00,600
Walmart,WM-1250,ORD-4605,7/6/2015,PROD-109,2019-brc-sonoma-series-cabernet-sauvignon,Red,B.R. Cohn,USA,California,31.00,2015,24,800.00,800
Kroger,KG-1251,ORD-4606,,PROD-106,2019-silver-label-chardonnay-russian-river-valley,Dessert,B.R. Cohn,USA,California,19.00,,17,100.00,900
Costco,CC-1252,ORD-4607,22/8/2015,PROD-110,2019-brcohn-pinot-noir-silver-label-north-coast-750ml,White,B.R. Cohn,USA,Texas,21.00,2015,10,500.00,500
Bwanaz,BN-1253,ORD-4608,,PROD-103,ace-berry,Red,Ace Cider,USA,California,9.00,,5,400.00,600
Costco,CC-1252,ORD-4609,22/10/2017,PROD- 101,ace-mango,White,Ace Cider,USA,Texas,12.00,2017,8,400.00,700
Kroger,KG-1251,ORD-4610,,PROD-107,2018-zinfandel-moon-mountain,Red,B.R. Cohn,USA,Texas,62.00,,55,800.00,900
Walmart,WM-1250,ORD-4611,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Washington,15.00,,18,000.00,1200
Walmart,WM-1250,ORD-4612,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Washington,15.00,,18,000.00,1200
Walmart,WM-1250,ORD-4613,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Oregon,15.00,,18,000.00,1200
Kroger,KG-1251,ORD-4614,,PROD-104,kosher-cabernet-sauvignon-napa-valley-750ml,Sparkling,B.R. Cohn,USA,Texas,52.00,,46,800.00,900
Costco,CC-1252,ORD-4615,22/11/2017,PROD- 101,ace-mango,White,Ace Cider,USA,California,12.00,2017,8,400.00,700
Bwanaz,BN-1253,ORD-4616,,PROD-103,ace-berry,Red,Ace Cider,USA,Texas,9.00,,5,400.00,600
Walmart,WM-1250,ORD-4617,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,California,15.00,,18,000.00,1200
Kroger,KG-1251,ORD-4618,15/1/2017,PROD- 101,ace-mango,White,Ace Cider,USA,Oregon,12.00,2017,10,800.00,900
Costco,CC-1252,ORD-4619,22/10/2016,PROD-111,2019 Cabernet Sauvignon California,Red,Windsor Vineyards,USA,California,14.00,2016,7,000.00,500
Bwanaz,BN-1253,ORD-4620,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Texas,15.00,,7,500.00,500
Walmart,WM-1250,ORD-4621,7/4/2016,PROD-105,2019-brc-special-selection-cabernet-sauvignon-sonoma-valley,Red,B.R. Cohn,USA,California,40.00,2016,48,000.00,1200
Kroger,KG-1251,ORD-4622,,PROD-106,2019-silver-label-chardonnay-russian-river-valley,Dessert,B.R. Cohn,USA,Oregon,19.00,,17,100.00,900
Costco,CC-1252,ORD-4623,22/7/2016,PROD-105,2019-brc-special-selection-cabernet-sauvignon-sonoma-valley,Red,B.R. Cohn,USA,Texas,40.00,2016,28,000.00,700
Bwanaz,BN-1253,ORD-4624,3/6/2020,PROD- 101,ace-mango,White,Ace Cider,USA,California,12.00,2020,7,200.00,600
Walmart,WM-1250,ORD-4625,,PROD-103,ace-berry,Red,Ace Cider,USA,California,9.00,,9,900.00,1100
Kroger,KG-1251,ORD-4626,,PROD-106,2019-silver-label-chardonnay-russian-river-valley,Dessert,B.R. Cohn,USA,Oregon,19.00,,17,100.00,900
Costco,CC-1252,ORD-4627,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Washington,15.00,,9,000.00,600
Bwanaz,BN-1253,ORD-4628,3/4/2020,PROD-112,2019 Fusion Red Blend California,Red,Windsor Vineyards,USA,California,12.00,2020,7,200.00,600
Costco,CC-1252,ORD-4629,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Texas,15.00,,9,000.00,600
Kroger,KG-1251,ORD-4630,,PROD-107,2018-zinfandel-moon-mountain,Red,B.R. Cohn,USA,California,62.00,,55,800.00,900
Walmart,WM-1250,ORD-4631,7/11/2018,PROD- 101,ace-mango,White,Ace Cider,USA,Oregon,12.00,2018,14,400.00,1200
Walmart,WM-1250,ORD-4632,7/12/2018,PROD- 101,ace-mango,White,Ace Cider,USA,Washington,12.00,2018,14,400.00,1200
Walmart,WM-1250,ORD-4633,7/2/2019,PROD-112,2019 Fusion Red Blend California,Red,Windsor Vineyards,USA,Oregon,12.00,2019,14,400.00,1200
Kroger,KG-1251,ORD-4634,15/2/2017,PROD- 101,ace-mango,White,Ace Cider,USA,Texas,12.00,2017,10,800.00,900
Costco,CC-1252,ORD-4635,,PROD-113,2020 Moscato California,White,Windsor Vineyards,USA,Washington,12.00,,7,200.00,600
Bwanaz,BN-1253,ORD-4636,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,California,15.00,,7,500.00,500
Walmart,WM-1250,ORD-4637,7/5/2018,PROD-107,2018-zinfandel-moon-mountain,Red,B.R. Cohn,USA,Oregon,62.00,2018,62,000.00,1000
Kroger,KG-1251,ORD-4638,,PROD-104,kosher-cabernet-sauvignon-napa-valley-750ml,Sparkling,B.R. Cohn,USA,Oregon,52.00,,46,800.00,900
Costco,CC-1252,ORD-4639,22/5/2016,PROD-108,2019-cabernet-sauvignon-olive-hill-estate,Sparkling,B.R. Cohn,USA,Washington,65.00,2016,39,000.00,600
Bwanaz,BN-1253,ORD-4640,3/7/2020,PROD- 101,ace-mango,White,Ace Cider,USA,Texas,12.00,2020,7,200.00,600
Walmart,WM-1250,ORD-4641,,PROD-103,ace-berry,Red,Ace Cider,USA,California,9.00,,9,900.00,1100
Kroger,KG-1251,ORD-4642,,PROD-109,2019-brc-sonoma-series-cabernet-sauvignon,Red,B.R. Cohn,USA,California,31.00,,27,900.00,900
Costco,CC-1252,ORD-4643,,PROD-113,2020 Moscato California,White,Windsor Vineyards,USA,California,12.00,,7,200.00,600
Bwanaz,BN-1253,ORD-4644,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Texas,15.00,,7,500.00,500
Walmart,WM-1250,ORD-4645,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Washington,15.00,,18,000.00,1200
Kroger,KG-1251,ORD-4646,,PROD-106,2019-silver-label-chardonnay-russian-river-valley,Dessert,B.R. Cohn,USA,California,19.00,,17,100.00,900
Costco,CC-1252,ORD-4647,,PROD-102,Moscato,Red,Ace Cider,USA,Texas,17.00,,10,200.00,600
Bwanaz,BN-1253,ORD-4648,,PROD-102,Moscato,Red,Ace Cider,USA,California,17.00,,10,200.00,600
Costco,CC-1252,ORD-4649,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,California,15.00,,9,000.00,600
Kroger,KG-1251,ORD-4650,15/11/2021,PROD-103,ace-berry,Red,Ace Cider,USA,California,9.00,2021,8,100.00,900
Walmart,WM-1250,ORD-4651,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,California,15.00,,18,000.00,1200
Walmart,WM-1250,ORD-4652,7/5/2018,PROD-111,2019 Cabernet Sauvignon California,Red,Windsor Vineyards,USA,California,14.00,2018,14,000.00,1000
Walmart,WM-1250,ORD-4653,7/5/2015,PROD-110,2019-brcohn-pinot-noir-silver-label-north-coast-750ml,White,B.R. Cohn,USA,Oregon,21.00,2015,21,000.00,1000
Kroger,KG-1251,ORD-4654,,PROD-107,2018-zinfandel-moon-mountain,Red,B.R. Cohn,USA,Texas,62.00,,55,800.00,900
Costco,CC-1252,ORD-4655,22/10/2015,PROD-104,kosher-cabernet-sauvignon-napa-valley-750ml,Sparkling,B.R. Cohn,USA,Texas,52.00,2015,26,000.00,500
Bwanaz,BN-1253,ORD-4656,,PROD-103,ace-berry,Red,Ace Cider,USA,California,9.00,,5,400.00,600
Walmart,WM-1250,ORD-4657,,PROD-103,ace-berry,Red,Ace Cider,USA,Oregon,9.00,,9,900.00,1100
Kroger,KG-1251,ORD-4658,,PROD-105,2019-brc-special-selection-cabernet-sauvignon-sonoma-valley,Red,B.R. Cohn,USA,Texas,40.00,,36,000.00,900
Costco,CC-1252,ORD-4659,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Texas,15.00,,9,000.00,600
Bwanaz,BN-1253,ORD-4660,3/11/2017,PROD-111,2019 Cabernet Sauvignon California,Red,Windsor Vineyards,USA,Texas,14.00,2017,7,000.00,500
Walmart,WM-1250,ORD-4661,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,California,15.00,,18,000.00,1200
Kroger,KG-1251,ORD-4662,,PROD-106,2019-silver-label-chardonnay-russian-river-valley,Dessert,B.R. Cohn,USA,Oregon,19.00,,17,100.00,900
Costco,CC-1252,ORD-4663,22/12/2017,PROD- 101,ace-mango,White,Ace Cider,USA,Washington,12.00,2017,8,400.00,700
Bwanaz,BN-1253,ORD-4664,,PROD-102,Moscato,Red,Ace Cider,USA,California,17.00,,10,200.00,600
Walmart,WM-1250,ORD-4665,7/8/2021,PROD-113,2020 Moscato California,White,Windsor Vineyards,USA,Washington,12.00,2021,14,400.00,1200
Kroger,KG-1251,ORD-4666,15/12/2021,PROD-103,ace-berry,Red,Ace Cider,USA,California,9.00,2021,8,100.00,900
Costco,CC-1252,ORD-4667,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Washington,15.00,,9,000.00,600
Bwanaz,BN-1253,ORD-4668,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,California,15.00,,7,500.00,500
Costco,CC-1252,ORD-4669,22/8/2016,PROD-105,2019-brc-special-selection-cabernet-sauvignon-sonoma-valley,Red,B.R. Cohn,USA,Texas,40.00,2016,28,000.00,700
Kroger,KG-1251,ORD-4670,,PROD-106,2019-silver-label-chardonnay-russian-river-valley,Dessert,B.R. Cohn,USA,California,19.00,,17,100.00,900
Walmart,WM-1250,ORD-4671,7/2/2016,PROD-104,kosher-cabernet-sauvignon-napa-valley-750ml,Sparkling,B.R. Cohn,USA,Washington,52.00,2016,62,400.00,1200
Walmart,WM-1250,ORD-4672,,PROD-102,Moscato,Red,Ace Cider,USA,Oregon,17.00,,20,400.00,1200
Walmart,WM-1250,ORD-4673,,PROD-102,Moscato,Red,Ace Cider,USA,California,17.00,,20,400.00,1200
Kroger,KG-1251,ORD-4674,,PROD-108,2019-cabernet-sauvignon-olive-hill-estate,Sparkling,B.R. Cohn,USA,California,65.00,,39,000.00,600
Costco,CC-1252,ORD-4675,,PROD-113,2020 Moscato California,White,Windsor Vineyards,USA,Texas,12.00,,7,200.00,600
Bwanaz,BN-1253,ORD-4676,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Texas,15.00,,7,500.00,500
Walmart,WM-1250,ORD-4677,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,California,15.00,,18,000.00,1200
Kroger,KG-1251,ORD-4678,,PROD-109,2019-brc-sonoma-series-cabernet-sauvignon,Red,B.R. Cohn,USA,Texas,31.00,,27,900.00,900
Costco,CC-1252,ORD-4679,,PROD-102,Moscato,Red,Ace Cider,USA,Texas,17.00,,10,200.00,600
Bwanaz,BN-1253,ORD-4680,,PROD-103,ace-berry,Red,Ace Cider,USA,Texas,9.00,,5,400.00,600
Walmart,WM-1250,ORD-4681,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,California,15.00,,18,000.00,1200
Kroger,KG-1251,ORD-4682,15/11/2021,PROD-102,Moscato,Red,Ace Cider,USA,Texas,17.00,2021,15,300.00,900
Costco,CC-1252,ORD-4683,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,California,15.00,,9,000.00,600
Bwanaz,BN-1253,ORD-4684,3/5/2020,PROD-112,2019 Fusion Red Blend California,Red,Windsor Vineyards,USA,Texas,12.00,2020,7,200.00,600
Walmart,WM-1250,ORD-4685,7/10/2019,PROD-106,2019-silver-label-chardonnay-russian-river-valley,Dessert,B.R. Cohn,USA,Oregon,19.00,2019,22,800.00,1200
Kroger,KG-1251,ORD-4686,,PROD-110,2019-brcohn-pinot-noir-silver-label-north-coast-750ml,White,B.R. Cohn,USA,Oregon,21.00,,12,600.00,600
Costco,CC-1252,ORD-4687,22/11/2018,PROD-107,2018-zinfandel-moon-mountain,Red,B.R. Cohn,USA,California,62.00,2018,37,200.00,600
Bwanaz,BN-1253,ORD-4688,,PROD-103,ace-berry,Red,Ace Cider,USA,California,9.00,,5,400.00,600
Costco,CC-1252,ORD-4689,22/2/2020,PROD-103,ace-berry,Red,Ace Cider,USA,Texas,9.00,2020,4,500.00,500
Kroger,KG-1251,ORD-4690,,PROD-104,kosher-cabernet-sauvignon-napa-valley-750ml,Sparkling,B.R. Cohn,USA,Oregon,52.00,,46,800.00,900
Walmart,WM-1250,ORD-4691,7/6/2018,PROD-111,2019 Cabernet Sauvignon California,Red,Windsor Vineyards,USA,Washington,14.00,2018,14,000.00,1000
Walmart,WM-1250,ORD-4692,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Oregon,15.00,,18,000.00,1200
Walmart,WM-1250,ORD-4693,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Oregon,15.00,,18,000.00,1200
Kroger,KG-1251,ORD-4694,,PROD-105,2019-brc-special-selection-cabernet-sauvignon-sonoma-valley,Red,B.R. Cohn,USA,Oregon,40.00,,36,000.00,900
Costco,CC-1252,ORD-4695,22/3/2020,PROD-103,ace-berry,Red,Ace Cider,USA,Washington,9.00,2020,4,500.00,500
Bwanaz,BN-1253,ORD-4696,3/8/2020,PROD- 101,ace-mango,White,Ace Cider,USA,California,12.00,2020,7,200.00,600
Walmart,WM-1250,ORD-4697,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,California,15.00,,18,000.00,1200
Kroger,KG-1251,ORD-4698,15/3/2017,PROD- 101,ace-mango,White,Ace Cider,USA,California,12.00,2017,10,800.00,900
Costco,CC-1252,ORD-4699,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Texas,15.00,,9,000.00,600
Bwanaz,BN-1253,ORD-4700,3/6/2020,PROD-112,2019 Fusion Red Blend California,Red,Windsor Vineyards,USA,Texas,12.00,2020,7,200.00,600
Walmart,WM-1250,ORD-4701,7/11/2019,PROD-106,2019-silver-label-chardonnay-russian-river-valley,Dessert,B.R. Cohn,USA,Washington,19.00,2019,22,800.00,1200
Kroger,KG-1251,ORD-4702,,PROD-105,2019-brc-special-selection-cabernet-sauvignon-sonoma-valley,Red,B.R. Cohn,USA,Texas,40.00,,36,000.00,900
Costco,CC-1252,ORD-4703,22/7/2018,PROD-106,2019-silver-label-chardonnay-russian-river-valley,Dessert,B.R. Cohn,USA,Washington,19.00,2018,11,400.00,600
Bwanaz,BN-1253,ORD-4704,,PROD-103,ace-berry,Red,Ace Cider,USA,Texas,9.00,,5,400.00,600
Walmart,WM-1250,ORD-4705,,PROD-102,Moscato,Red,Ace Cider,USA,California,17.00,,17,000.00,1000
Kroger,KG-1251,ORD-4706,,PROD-105,2019-brc-special-selection-cabernet-sauvignon-sonoma-valley,Red,B.R. Cohn,USA,Oregon,40.00,,36,000.00,900
Costco,CC-1252,ORD-4707,,PROD-113,2020 Moscato California,White,Windsor Vineyards,USA,Washington,12.00,,7,200.00,600
